epochs,loss,accuracy,val_loss,val_accuracy,filters,learning_rate
1,3.6019787788391113,0.04871134087443352,3.2935428619384766,0.05131172761321068,64,0.0001
2,2.7778990268707275,0.20592783391475677,2.1797714233398438,0.35532405972480774,64,0.0001
3,1.8535507917404175,0.4625000059604645,1.3795068264007568,0.5976080298423767,64,0.0001
4,1.2053310871124268,0.6490979194641113,0.9026072025299072,0.7422839403152466,64,0.0001
5,0.8098568916320801,0.7622422575950623,0.7232180237770081,0.7947530746459961,64,0.0001
6,0.5832809209823608,0.8233247399330139,0.6452177166938782,0.8109567761421204,64,0.0001
7,0.4627854824066162,0.8597938418388367,0.5263577699661255,0.8510802388191223,64,0.0001
8,0.344845712184906,0.8961340188980103,0.578583300113678,0.8398919701576233,64,0.0001
9,0.2838593125343323,0.9125000238418579,0.5277713537216187,0.8541666865348816,64,0.0001
10,0.23486192524433136,0.9278350472450256,0.5611627101898193,0.8553240895271301,64,0.0001
11,0.19189420342445374,0.938144326210022,0.6084989905357361,0.8410493731498718,64,0.0001
12,0.16700182855129242,0.9471649527549744,0.547052800655365,0.8649691343307495,64,0.0001
