epochs,loss,accuracy,val_loss,val_accuracy,filters,learning_rate
1,3.302088499069214,0.09755154699087143,2.6690402030944824,0.23341049253940582,16,0.001
2,2.4428153038024902,0.2786082327365875,2.088108777999878,0.4066357910633087,16,0.001
3,1.8799089193344116,0.44110825657844543,1.4760127067565918,0.5783178806304932,16,0.001
4,1.4201929569244385,0.5827319622039795,1.162683367729187,0.6655092835426331,16,0.001
5,1.0805070400238037,0.6728093028068542,1.0023422241210938,0.7137345671653748,16,0.001
6,0.8776698708534241,0.7332473993301392,0.8585044741630554,0.7484567761421204,16,0.001
7,0.7387765645980835,0.7768041491508484,0.8058307766914368,0.7604166865348816,16,0.001
8,0.6275647282600403,0.8046391606330872,0.7158076167106628,0.7943673133850098,16,0.001
9,0.5558558106422424,0.8291237354278564,0.7442654967308044,0.7935956716537476,16,0.001
10,0.49521660804748535,0.8438144326210022,0.7355861663818359,0.7982252836227417,16,0.001
11,0.4509601593017578,0.8577319383621216,0.7394800782203674,0.7993826866149902,16,0.001
12,0.42011401057243347,0.8702319860458374,0.7600855231285095,0.8001543283462524,16,0.001
13,0.3790019154548645,0.8823453783988953,0.7250001430511475,0.823688268661499,16,0.001
